kf_Location ID,Place ID,place_needs_review,place_reported_closed,place_no_url_title,multiple_location_unique_name,place parent id,place_tags,phone,email
303,303,,,,,,"books, language learning materials, travel guides in 15 different languages",(202) 667-4811,
304,304,,,,,,"gay and lesbian bookstore, Dupont Circle neighborhood, videos, music, gifts",,
305,305,,,,,,"world items, glassware, art, tableware, crystal",,
306,306,,,,,,"hand-woven rugs, baskets, jewelry, figurines, paintings, pottery",,
307,307,,,,,,"Mexican folk art, sterling silver jewelry, clothing, masks, doodads, tin, brass, wood",(202) 338-4404,
308,308,,,,,,"small art gallery, paintings, sculpture, ceramics, glasswork, textiles",,
309,309,,,,,,"Old Navy, Nordstrom, Polo Ralph Lauren, IKEA",(703) 496-9301,
310,310,,,,,,"high style consignment shop, women's clothing and accessories, suits, evening wear, casual items",(202) 667-1122,
311,311,,,,,,"flea market, artists, greengrocers, butchers, bakers, farmers, florists",(202) 544-0083,
312,312,,,,,,children's clothing store,(202) 429-9247,
313,313,,,,,,"Children's clothing store, furniture, toys, accessories",(202) 333-0123,
314,314,,,,,,Italian men's clothing,(202) 462-1324,
315,315,,,,,,men and women's clothing,(202) 333-4212,
316,316,,,,,,"vintage clothing, local designers",(202) 265-6546,
317,317,,,,,,high fashion,(202) 223-4050,
318,318,,,,,,"new creations, vintage style clothes, handbags, gifts, bath products",(202) 667-6955,
319,319,,,,,,"unique gifts, candies, figurines, cards, clothing",(202) 463-0992,
320,320,,,,,,"t-shirts, cards",(202) 462-7857,
321,321,,,,,,"lunch, sandwiches, soups, desserts, puddings, tarts, cookies, carryout, bread, baguettes",(202) 822-8900,
322,322,,,,,,,,
323,323,,,,,,"design district, 20 stores,",,
324,324,,,,,,"unique housewares, bath, kitchen, office supplies, gifts",,
325,325,,,,,,"Jewelry store, diamonds and sapphires, rubies and emeralds, Hidalgo jewelry, repairs",,
326,326,,,,,,"decorative arts, Venetian glassware, high-end costume jewelry, handbags, gifts",,
327,327,,,,,,"jewelry store, vintage and antique pieces, crystal, house gifts",,
328,328,,,,,,"Ann Taylor Loft, Bon Voyage, Stein Mart, etc.",(202) 686-5335,
329,329,,,,,,"Urban Outfitters, Washington Sports Club, Bed, Bath and Beyond, etc.",(202) 338-5200,
330,330,,,,,,"AMC Theaters, Filene's Basement, Neiman Marcus, Saks Fifth Avenue, etc.",(202) 966-6114,
331,331,,,,,,"Anthropologie, DMV, Dean & DeLuca, etc.",(202) 342-8190,
332,332,,,,,,"Macy's, Nordstrom, etc.",,
333,333,,,,,,"souvenir shops, restaurants, city views",(202) 289-4224,
334,334,,,,,,"fountain pens, engraving",,
335,335,,,,,,"Japanese gifts, kimonos, incense, Zen rock gardens, Buddhas",(202) 332-7000,
336,336,,,,,,"discounted CD's cassettes, tapes",,
337,337,,,,,,"best prices in town for wines and liquors, 250 single-malt scotches",(202) 737-2800,
338,338,,,,,,"knowledgeable staff, family-owned, wine, beer, spirits",(202) 543-9300,
339,339,,,,,,"two stages, musicals, new plays, diverse productions, reinterpreting works of past masters",(202) 488-3300,
340,340,,,,,,"meetings, business, hotel,",617-933-7700,reservations@jhcenter.com
341,341,,,,,,"coffee makers, iron, CNN, ESPN, wireless internet, alarm clocks, pets",(617) 262-1000,tsankey@midtownhotel.com
342,342,,,,,,"guest house, wireless internet, cable, bed & breakfast, inn, back bay, common area",617-670-6000,info@newburyguesthouse.com
343,343,,,,,,"hostel, night life, freedom trail, lobby, bunk beds,",(617) 536-9455,bostonhostel@bostonhostel.org
344,344,,,,,,"kids, wireless internet, wireless phone, CD players, DVD, pets, cable, iron, safe, concierge, valet, lanundry, PS2, in-room spa, shoeshine, rental car",617-933-5000,sales@hotelcommonwealth.com
345,345,,,,,,"downtown, wireless internet, van service, shuttle, hospital, fenway park, cafe, breakfast, fitness room, pool, jacuzzi, lounge, valet, laundry",617-734-1393,jcappellieri@brooklinecourtyard.com
346,346,,,,,,"non-smoking, coffee makers, cable, nintendo, voice mail, iron, wireless internet, grille, bar",(617) 731-4700,info@innatlongwood.com
347,347,,,,,,"smoke-free, cable, wireless internet, refrigerator, DVD, fax, iron, family rooms",617 566.3972,info@anthonystownhouse.com
348,348,,,,,,"park, inn, tennis court, playground, track, kitchen, dining room, lounge, free parking, wireless internet, apartment",617-566-8615,lwdin@tiac.net
349,349,,,,,,,,
350,350,,,,,,"security, laundry, valet, wireless internet, currency exchange, dry cleaning, non-smoking, fitness center, car rental",(617) 577-0200,
352,352,,,,,,"harvard, telephones, voice mail, atrium, desk, wireless internet, cable, flat-screen, free newspaper, shoeshine, safe, fitness center,",617-491-2222,reservations@theinnatharvard.com
353,353,,,,,,"wireless internet, club, lounge, free breakfast, concierge, fitness center, 24-hour service, dry cleaning, laundry, non-smoking, sun deck, jogging, gift shop, pets, cafe, restaurant",(617) 547-4800,
354,354,,,,,,"wireless internet, cable, desk, alarm clock, laundry, safe, free breakfast, free beverages, printing service, express mail, fax, fitness center, crib, playpen, high chairs,",617-494-5300,
355,355,,,,,,"complimentary breakfast, fitness center, pets, pool, hot tub, wireless internet, shuttle, 24-hour service, safe, starbucks, voice mail, iron, free newspaper, bathrobe",617/491-8000,
356,356,,,,,,"flat-panel, t.v., coffeemaker, refrigerators, iron, safe, alarm clock, free newspaper, wireless internet, cribs, umbrellas, laundry, car rental",617-864-5200,reservations@theinnatharvard.com
357,357,,,,,,"fitness center, indoor pool, whirlpool, massage, sauna, steam room, tanning, ATM, laundry, valet, concierge, cribs, high-chairs, pets, safe, lounge",617-568-6700,
359,359,,,,,,,,
360,360,,,,,,"24-hour service, shuttle, ATM, cocktail, lounge, laundry, fitness center, pets, indoor pool, coffeemaker, cable, refrigerators, iron, wireless internet",(781) 485-3600,sales@comfortinnboston.com
361,361,,,,,,contemporary plays,(202) 332-3300,
362,362,,,,,,"offbeat, quirky plays, new productions",(202) 393-3939,
363,363,,,,,,"concerts and sports events, NCAA basketball, NBA, WNBA, NHL",(202) 628-3200,
364,364,,,,,,music and sports events,(703) 993-3000,
365,365,,,,,,concerts nightly,(410) 715-5550,
366,366,,,,,,"national park devoted to performing arts, National Symphony Orchestra, music festivals",(703) 255-1900,
368,368,,,,,,"dance performances, Washington Ballet, headliner entertainment",,
369,369,,,,,,comedy club,,
370,370,,,,,,"live music by varied performers, food and drink",(703) 549-7500,
371,371,,,,,,"national, international and local indie performers, alternative rock groups",(202) 667-7960,
372,372,,,,,,"medium-size venue, live music, DJ shows, indie rock bands",(202) 483-5000,
373,373,,,,,,"Dj, dance club, late night",(202) 331-7123,
374,374,,,,,,"upscale night club, DJ",(202) 962-3933,
375,375,,,,,,major live-music venue,(202) 393-0930,
376,376,,,,,,"church, religion, religious, gospel",617.536.3355,website@emmanuel-boston.org
377,377,,,,,,"church, worship, religion, religious, pray",617.536.0944,
378,378,,,,,,"movies, film, theater, tickets",617-876-6837,
379,379,,,,,,"pens, antique, unique, fountain",,bromfieldpen@aol.com
380,380,,,,,,"antiques, european, danish, asian",617-227-1804,
381,381,,,,,,"art, gallery, alpha, artists",(617) 536-4465,alphagall@aol.com
382,382,,,,,,"art, gallery, modern, contemporary, barbara krakow, artists",617-262-4490,info@barbarakrakowgallery.com
383,383,,,,,,"art, gallery, artists, modern, contemporary",,bernie@bernardtoalegallery.com
384,384,,,,,,"modern, contemporary, painting, photographs, art, gallery",,mail@gallerynaga.com
385,385,,,,,,"art, posters, international, gallery",,info@internationalposter.com
386,386,,,,,,"art, gallery, pictures, contemporary, modern",,contact@nielsengallery.com
387,387,,,,,,,,
388,388,,,,,,"art, gallery, eclectic, contemporary, modern, world",,contactus@puckergallery.com
389,389,,,,,,"art, gallery, photography, pictures",,inquiry@robertkleingallery.com
390,390,,,,,,"classic, historic, realist, paintings, victorian,",,info@vosegalleries.com
391,391,,,,,,"books, used, antiques, rare",617-542-0210,info@brattlebookshop.com
392,392,,,,,,"books, online, store,",617-566-6660,thestore@brooklinebooksmith.com.
393,393,,,,,,"curious george, books, toys, children, kids, monkey",617-498-0062,orders@curiousg.com
394,394,,,,,,"books, harvard, university, school, college,",(617) 661-1515,
395,395,,,,,,books,(617) 491-2220,info@portersquarebooks.com
396,396,,,,,,"foreign, books, online, french, france",617.547.8855,info@schoenhofs.com
397,397,,,,,,"boston, university, book,",(617) 267-8484,
398,398,,,,,,"MIT, harvard, university, books, accessories, stationary, signs, flags,",,info@thecoop.com
399,399,,,,,,"art, gallery, crafts,",,
400,400,,,,,,"crafts, art, sewing, buttons, yarn",,orders@windsorbutton.com
401,401,,,,,,"jeans, denim, shoes, sweaters, jackets, tops. shirts, t-shirts",617.523.jean,alison@injeanius.com
402,402,,,,,,"jeans, denim, world",617.266.6555,
403,403,,,,,,"La Boheme, Rigoletto, Placido Domingo",(202) 295-2400,
404,404,,,,,,"coats, casual business, boutique, antique, salon",1-80--225-5135,info@louisboston.com
405,405,,,,,,"boutique, handmade, women, jewelry, urban, accessories",617-266-2610,
406,406,,,,,,"children, kids, urban,",617-497-1361,
407,407,,,,,,DJ,(202) 466-7529,
408,408,,,,,,"nightclub, live music, New Orleans-style bar",(202) 399-3201,
409,409,,,,,,"chocolate, truffles, artisan, boxes, keepsake",617-725-1900,
410,410,,,,,,live bands,(202) 388-7625,
412,412,,,,,,jazz club,(202) 337-4141,
413,413,,,,,,"italian, pasta, oil, balsamic vinegar, anchovies, olives, mediterranean",1-800-400-5916,contact@salumeriaitaliana.com
414,414,,,,,,jazz club,(202) 299-0801,
415,415,,,,,,jazz club,(202) 667-3700,
416,416,,,,,,"gift shop, soap, teas, toys, music, books, retro, thyme, candles",617-357-7117,customerservice@auntsaidiesinc.com
417,417,,,,,,live music,(202) 667-5370,
418,418,,,,,,"vintage, gifts, souvenirs",617.492.4792,PMorris142@aol.com
419,419,,,,,,"international menu, wine list, live music",(202) 483-7669,
420,420,,,,,,"restaurant, blues music",,
421,421,,,,,,museum gift shop,617-267-9300,
422,422,,,,,,"Tapas, Latin music",(202) 333-9232,
423,423,,,,,,"restaurant, Latin jazz, DJ, salsa and merengue lessons",(202) 462-6310,
424,424,,,,,,"home, furniture, lighting, garden, gifts",617-723-8111,
425,425,,,,,,"Caribbean and African food, DJ music, salsa lessons",(202) 554-9100,
426,426,,,,,,"home, furnishings, unique, dinnerware, kitchen, lighting",,
427,427,,,,,,"jewelry, gems, diamonds, rings, necklaces, bracelets",617 266 6665.,
428,428,,,,,,"aldo, claires, monaco, sunglasses, guess, macy's,",617-621-8666,
429,429,,,,,,"shops, restaurants, ann taylor, victoria's secret,",617-523-1300,patricia.marcus@ggp.com
430,430,,,,,,"mall, restaurant",617.236.3100,
431,431,,,,,,"market, artisan, artist",617.481.2257,info@southendopenmarket.com
432,432,,,,,,"music, DVD, records, CD",,vinyl.highway@verizon.net
433,433,,,,,,"records, music, jazz, blues, R&B",,info@stereojacks.com
434,434,,,,,,"shoes, boots, high-heels,",1-888-GO-BERKS,kenb@berkshoes.com
435,435,,,,,,"leather, jackets, pants,",617-742-2077,
436,436,,,,,,"retro, classic, vintage, costume, 60's, 70's",617-876-5230,
437,437,,,,,,dance club for gay men,(202) 296-0505,
439,439,,,,,,upscale gay club,(202) 328-0090,
440,440,,,,,,"sports, hockey, music, concerts",617-358-7000,
441,441,,,,,,"restaurant and bar, microbrews",(202) 785-2333,
442,442,,,,,,"university, music, concerts, jazz, folk",(617) 747-2261,bpc@berklee.edu
443,443,,,,,,bar and lounge,(202) 965-5555,
444,444,,,,,,"performance, visual arts, contemporary, theater, music, dance",617.426.5000,info@bcaonline.org
445,445,,,,,,"ballet, music, dance, theater",(617) 482-9393,info@citicenter.info
446,446,,,,,,club and restaurant,(202) 331-1775,
447,447,,,,,,"pub fare, Irish entertainment",(202) 737-3773,
448,448,,,,,,"""soccer bar"", salsa lessons, live music, DJ",(202) 331-3733,
449,449,,,,,,"theater, arts, visual, music, concert",617.496.4595,tlsmith@fas.harvard.edu
450,450,,,,,,"Georgetown University student and faculty hangout, restaurant",(202) 337-6668,
451,451,,,,,,"concert, music, venue",508.339.3333 ext 320,dianewhite@livenation.com
452,452,,,,,,"music, orchestra, opera, chorus,",617 262 1815,boxoffice@handelandhaydn.org
453,453,,,,,,"opera, music, classical",(617) 542-4912,boxoffice@blo.org
454,454,,,,,,"music, ensemble, orchestra",617.484.9200,info@bostonbaroque.org
455,455,,,,,,,,
456,456,,,,,,George Washington home,(703) 780-2000,
457,457,,,,,,"music, broadway, opera, famous, celebrity,",617-482-2595,
458,458,,,,,,"world music, international, theater, performance, dance, musicians,",(617) 876-4275,info@WorldMusic.org
459,459,,,,,,"free, students, university, music, performance",(617) 585-1100,
460,460,,,,,,"university, college, student, performances, ensemble, music",617-876-0956,
461,461,,,,,,"ballet, dance, visual arts, nutcracker",617.695.6950,
462,462,,,,,,,,
463,463,,,,,,"Northern Virginia Fine Arts Association, art gallery, performance space, contemporary art",(703) 548-0035,
464,464,,,,,,"plays, visual arts, shakespeare",617 266-0800,tickets@huntingtontheatre.org
465,465,,,,,,"historic home of John Carlyle and Sarah Fairfax, tours, special events",(703) 549-2997,
466,466,,,,,,"plays, perfromance",617.547.8300,information@amrep.org
467,467,,,,,,"museum and park, fort",(703) 838-4848,
468,468,,,,,,,,
469,469,,,,,,"historic tavern and restaurant, museum",(703) 838-4242,
470,470,,,,,,Colonial-style restaurant,(703) 548-1288,
471,471,,,,,,"comedian, political, democrat, actor, writer",617-591-1616,jimmy@jimmytingle.com
472,472,,,,,,"guided tours, Colonial garden,",(703) 548-1789,
473,473,,,,,,"arts, performance, mit",617-253-4003,
474,474,,,,,,Alexandria history,(703) 838-4994,
475,475,,,,,,"historical church, tours, Sunday service",(703) 549-6670,
476,476,,,,,,landmark drugstore,(703) 836-3713,
477,477,,,,,,historic row house,(703) 838-8000,
478,478,,,,,,Belgian cafe,(202) 544-0100,
479,479,,,,,,,,
480,480,,,,,,"American seafood, Eastern Shore and Maryland favorites",(202) 737-0400,
481,481,,,,,,"hamburgers, salads, soups, oysters, crab dishes",(202) 546-4488,
482,482,,,,,,"extensive wine list, cheeses, seafood dishes",(202) 544-8088,
483,483,,,,,,New American,(202) 289-8810,
484,484,,,,,,Congressional owners,(202) 393-1300,
485,485,,,,,,"Northern Italian, Lake Como region",(202) 367-1990,
486,486,,,,,,Southern / New Orleans style,(202) 408-8848,
487,487,,,,,,Latin American,(202) 393-0812,
488,488,,,,,,Contemporary Latin American,(202) 393-3983,
489,489,,,,,,French Bistro,(202) 626-0015,
491,491,,,,,,brasserie in the Monaco Hotel,(202) 783-6060,
492,492,,,,,,Modern American cuisine,(202) 742-8550,
493,493,,,,,,,,
494,494,,,,,,"stylish, Chelsea",212.242.1900,info@bombaytalkie.com
496,496,,,,,,"Midtown, Dylan Hotel",212-297-9177,info@benjaminsteakhouse.com
497,497,,,,,,"Italian food, full bar",(202) 289-4441,
498,498,,,,,,Modern,212-545-8555,
499,499,,,,,,"magic, show,",978-927-3677,
500,500,,,,,,raw bar,(202) 347-4800,
501,501,,,,,,puppet,617.731.6400,info@puppetshowplace.org
502,502,,,,,,"Greek, Union Square",212.777.8448,info@kellari-parea.com
503,503,,,,,,bar,(202) 628-1005,
504,504,,,,,,"meat, skewer, Brazilian",212.252.7080,
505,505,,,,Penn Quarter,,bar and restaurant,(202) 637-1222,
506,506,,,,,,"comedy, club, funny, laugh",617.661.6507,
507,507,,,,,,Greek / Turkish / Middle Eastern,(202) 638-0800,info@zaytinya.com
508,508,,,,,,"Asian fusion, Southeast Asia, French",212.929.1800,info@sapanyc.com
509,509,,,,,,"improv, comedy, funny, comedian",617-263-6887,kristin@improvasylum.com
510,510,,,,,,"bagel, pastries, cakes, muffins, cookies, coffee, kosher",212.260.2252,
511,511,,,,,,"night club, dance, music, alcohol, DJ,",,dave@avalonboston.com
512,512,,,,,,"bagels, bialys",877-4-BIALYS,Info@kossarsbialys.com
513,513,,,,,,vegetarian dishes,(202) 331-8118,
514,514,,,,,,,,
515,515,,,,,,"elegant restaurant, tapas",(202) 429-2200,taberna.dc@alabardero.com
516,516,,,,,,"landmark, family owned",212.246.9171,barbetta100yrs@aol.com
517,517,,,,,,"night club, bar, alcohol, dance, music",,andrea@roxyboston.com
518,518,,,,,,Ventian,(202) 955-9494,
519,519,,,,,,Southern,(202) 659-1990,
520,520,,,,,,"bar, night club, cocktails, alcohol, dance, music",,
521,521,,,,,,Theater District,212.947.8940,
522,522,,,,,,simple dishes featuring local farms,(202) 589-0699,
523,523,,,,,,"club, music, restaurant, bar, alcohol",,
524,524,,,,,,"chops, mutton, lamb",212.714.1103,
