story_id,url_id,story_ready_for_display,story_list_complete,story_date_to_review,story_media_series,story_alt_title,story_alt_description,orig_publ_year,orig_publ_month,orig_publ_day,story_tv_season,story_tv_episode_number,story_tv_episode_sequence,story_tv_episode_title,story_tv_episode_air_date_year,story_tv_episode_air_date_month,story_tv_episode_air_date_day,story_note,story_recurring_event_number
932,77988,Yes,Yes,,,,,2012,10,2,,,,,,,,,
933,77996,Yes,Yes,,,,,2012,7,,,,,,,,,,
935,78015,Yes,Yes,,,,,2012,11,8,,,,,,,,,
936,78017,Yes,Yes,,,,,2012,10,5,,,,,,,,,
937,78025,Yes,No,,,,,2012,10,23,,,,,,,,,
938,78035,Yes,Yes,,,,,2012,11,19,,,,,,,,,
939,78036,Yes,Yes,,,,,2012,10,23,,,,,,,,,
940,78038,No,No,,,Restaurant and Nightlife venues of the EMM Group,"Eugene Remm and Mark Birnbaum along with business entrepreneur Michael Hirtenstein founded EMM Group, one of New York’s most successful restaurant and nightlife management companies, in 2006. Since that time the partners have built a solid reputation as leaders in the hospitality industry, organizing several hundred events and developing the company into a multi-faceted hub for successful venue ownership and execution.",,,,,,,,,,,,
941,78044,Yes,Yes,,,,,2011,11,17,,,,,,,,,
942,78046,Yes,No,,,,,2012,11,18,,,,,,,,,
943,78049,Yes,Yes,,,,,2012,12,,,,,,,,,,
944,78050,No,No,,,The Boutique Hotels and Restaurants of Canadian Rocky Mountain Resorts,"Canadian Rocky Mountain Resorts is dedicated to offering guests enriching and peaceful holiday experiences. We invite you to discover and enjoy our luxurious lodges, delicious cuisine and exceptional locations – the Simple Treasures that are the hallmarks of CRMR. A visit to one of our lodges will reward you with the rugged beauty that has become synonymous with Canada’s mountain parks. A meal at one of our original and award-winning restaurants – designed with intimacy in mind – will delight and surprise you. Simplified, our philosophy embraces sustainability and balance but with an innovative edge. Of course, we know you have the world to choose from. We hope you find pleasure and joy in what we have to offer – and that you choose here.",,,,,,,,,,,,
945,78059,Yes,Yes,,,,,2012,11,1,,,,,,,,,
946,78061,Yes,No,,,,,2012,11,23,,,,,,,,,
947,78093,Yes,Yes,,,,,2012,11,24,,,,,,,,,
948,78098,Yes,Yes,,,,,2012,12,,,,,,,,,,
949,78109,Yes,No,,,,,2012,11,26,,,,,,,,,
950,78111,Yes,No,,,,,2012,11,,,,,,,,,,
951,78137,Yes,Yes,,,,,2012,11,28,,,,,,,,,
952,78138,Yes,Yes,,,,,2012,11,26,,,,,,,,,
954,78149,Yes,Yes,,,,,2012,6,13,,,,,,,,,
955,78152,Yes,Yes,,,,,2012,11,25,,,,,,,,,
956,78157,Yes,Yes,,,,,2012,10,12,,,,,,,,,
957,78162,Yes,Yes,,,,,2012,11,27,,,,,,,,,
959,78168,Yes,Yes,,,,,2012,11,13,,,,,,,,,
960,78177,Yes,Yes,,,,,2012,12,1,,,,,,,,,
961,78179,Yes,Yes,,,,,2012,11,29,,,,,,,,,
962,78181,Yes,Yes,,,,,2011,11,30,,,,,,,,,
963,78182,Yes,Yes,,,,,2012,11,24,,,,,,,,,
965,78188,Yes,Yes,,,,,2012,12,1,,,,,,,,,
966,78190,Yes,Yes,,,,,2012,11,3,,,,,,,,,
967,78202,Yes,Yes,,,,,2012,12,3,,,,,,,,,
968,78209,Yes,Yes,,,,,2012,10,20,,,,,,,,,
969,78212,Yes,Yes,,,,,2011,10,20,,,,,,,,,
970,78217,Yes,Yes,,,,,2012,12,2,,,,,,,,,
971,78221,Yes,Yes,,,,,2012,11,4,,,,,,,,,
972,78229,Yes,Yes,,,,,2012,12,4,,,,,,,,,
973,78232,Yes,Yes,,,,,2012,12,4,,,,,,,,,
974,78234,Yes,Yes,,,,,2012,12,4,,,,,,,,,
975,78243,Yes,Yes,,,,,2012,12,5,,,,,,,,,
976,78255,Yes,Yes,,,,,2012,12,3,,,,,,,,,
977,78259,Yes,Yes,,,,,2012,12,5,,,,,,,,,
978,78261,Yes,Yes,,,,,2012,12,5,,,,,,,,,
979,78263,Yes,Yes,,,,,2012,11,15,,,,,,,,,
980,78265,Yes,Yes,,,,,2012,11,29,,,,,,,,,
981,78269,Yes,No,,,,,2012,11,23,,,,,,,,,
982,78285,Yes,No,,,,,,,,,,,,,,,,
983,78291,Yes,Yes,,,,,2012,12,10,,,,,,,,,
984,78293,Yes,Yes,,,,,2012,12,8,,,,,,,,,
985,78294,Yes,Yes,,,,,2012,12,10,,,,,,,,,
986,78296,Yes,Yes,,,,,2012,12,13,,,,,,,,,
987,78298,Yes,Yes,,,,,2012,12,14,,,,,,,,,
988,78299,Yes,Yes,,,,,2012,12,14,,,,,,,,,
989,78304,Yes,Yes,,,,,2012,12,14,,,,,,,,,
990,78307,Yes,Yes,,,,,2012,12,13,,,,,,,,,
991,78308,Yes,Yes,,,,,2012,12,12,,,,,,,,,
993,78316,Yes,No,,,,,2012,12,4,,,,,,,,,
995,78361,Yes,Yes,,,,,2011,7,5,,,,,,,,,
996,78363,Yes,Yes,,,,,2012,12,10,,,,,,,,,
997,78368,Yes,No,,,,,2012,1,24,,,,,,,,,
998,78370,Yes,Yes,,,,,2012,12,,,,,,,,,,
999,78375,Yes,Yes,,,,,2012,12,16,,,,,,,,,
1000,78376,Yes,No,,,,,2012,11,8,,,,,,,,,
1001,78383,Yes,Yes,,,,,2012,12,20,,,,,,,,,
1002,78384,Yes,Yes,,,,,2012,11,14,,,,,,,,,
1003,78389,Yes,Yes,,,,,2012,12,21,,,,,,,,,
1005,78406,Yes,Yes,,,,,2012,12,18,,,,,,,,,
1006,78420,Yes,Yes,,,,,2012,12,21,,,,,,,,,
1007,78429,Yes,Yes,,,,,2012,12,22,,,,,,,,,
1008,78432,Yes,Yes,,,,,2013,1,,,,,,,,,,
1009,78439,Yes,Yes,,,,,2012,12,22,,,,,,,,,
1010,78441,Yes,Yes,,,,,2012,12,20,,,,,,,,,
1011,78465,Yes,Yes,,,,,2013,1,,,,,,,,,,
1012,78470,Yes,Yes,,,,,2012,12,23,,,,,,,,,
1013,78472,Yes,Yes,,,,,2012,12,23,,,,,,,,,
1014,78474,Yes,Yes,,,,,2012,12,24,,,,,,,,,
1015,78477,Yes,Yes,,,,,2012,12,26,,,,,,,,,
1016,78481,Yes,No,,,,,2012,12,26,,,,,,,,,
1017,78496,Yes,No,,,,,,,,,,,,,,,,
1018,78504,Yes,No,,,,,,,,,,,,,,,,
1019,78507,Yes,Yes,,,,,2012,9,,,,,,,,,,
1020,78513,Yes,Yes,,,,,2012,12,27,,,,,,,,,
1021,78517,Yes,Yes,,,,,2012,12,27,,,,,,,,,
1022,78520,Yes,Yes,,,,,2012,10,,,,,,,,,,
1023,78529,Yes,Yes,,,,,2012,11,,,,,,,,,,
1024,78537,Yes,No,,,,,2012,11,,,,,,,,,,
1025,78542,Yes,Yes,,,,,2012,12,28,,,,,,,,,
1027,78543,Yes,Yes,,,,,2012,12,14,,,,,,,,,
1028,78548,Yes,Yes,,,,,2012,12,29,,,,,,,,,
1029,78556,Yes,Yes,,,,,2012,12,20,,,,,,,,,
1030,78558,Yes,No,,,,,2012,9,21,,,,,,,,,
1031,78577,Yes,No,,,,,,,,,,,,,,,,
1032,78589,Yes,Yes,,,,,,,,,,,,,,,,
1033,78600,Yes,Yes,,,,,,,,,,,,,,,,
1034,78601,Yes,Yes,,,,,,,,,,,,,,,,
1035,78602,Yes,Yes,,,,,,,,,,,,,,,,
1036,78603,Yes,No,,,,,,,,,,,,,,,,
1037,78665,Yes,Yes,,,,,2013,1,13,,,,,,,,,
1038,78668,Yes,Yes,,,,,2012,12,17,,,,,,,,,
1039,78679,Yes,Yes,,,,,2012,12,27,,,,,,,,,
1040,78698,Yes,Yes,,,,,2013,1,,,,,,,,,,
1041,78708,Yes,Yes,,,,,2012,12,20,,,,,,,,,
1042,78715,Yes,Yes,,,,,2012,12,24,,,,,,,,,
1043,78723,Yes,Yes,,,,,2012,10,,,,,,,,,,
1044,78728,Yes,Yes,,,,,2012,12,28,,,,,,,,,
1045,78735,Yes,No,,,,,2012,12,31,,,,,,,,,
1046,78754,Yes,Yes,,,,,2012,12,30,,,,,,,,,
1047,78757,Yes,Yes,,,,,2013,1,4,,,,,,,,,
1048,78773,Yes,Yes,,,,,2012,10,29,,,,,,,,,
1049,78776,Yes,Yes,,,,,2013,1,8,,,,,,,,,
1050,78780,No,Yes,,,,,2013,1,7,,,,,,,,,
1051,78788,Yes,Yes,,,,,2013,1,8,,,,,,,,,
1052,78806,Yes,Yes,,,,,2013,1,4,,,,,,,,,
1053,78810,Yes,Yes,,,,,2013,1,10,,,,,,,,,
1054,78811,Yes,No,,,,,2013,1,3,,,,,,,,,
1055,78812,Yes,Yes,,,,,2013,1,9,,,,,,,,,
1056,78817,Yes,Yes,,,,,2013,1,,,,,,,,,,
1057,78823,Yes,Yes,,,,,2013,1,2,,,,,,,,,
1058,78829,Yes,Yes,,,,,2013,1,6,,,,,,,,,
1059,78842,Yes,Yes,,,,,2013,1,3,,,,,,,,,
1060,78856,Yes,Yes,,,,,2012,1,4,,,,,,,,,
1061,78865,Yes,No,,,,,2012,7,,,,,,,,,,
1062,78881,Yes,Yes,,,,,2013,1,11,,,,,,,,,
1063,78892,Yes,No,,,,,2012,1,31,,,,,,,,,
1064,78899,Yes,Yes,,,,,2012,12,14,,,,,,,,,
1065,78906,Yes,Yes,,,,,2013,1,13,,,,,,,,,
1066,78907,Yes,Yes,,,,,2013,1,13,,,,,,,,,
1067,78920,Yes,Yes,,,,,2013,1,14,,,,,,,,,
1069,78924,Yes,Yes,,,,,2012,12,12,,,,,,,,,
1070,78925,Yes,Yes,,,,,2012,12,20,,,,,,,,,
1071,78929,Yes,Yes,,,,,2013,1,15,,,,,,,,,
1072,78931,Yes,Yes,,,,,2013,1,10,,,,,,,,,
1073,78943,Yes,No,,,,,2012,12,18,,,,,,,,,
1074,78955,No,Yes,,,,,2013,1,14,,,,,,,,,
1075,78962,Yes,No,,,,,2013,1,15,,,,,,,,,
1076,78967,Yes,Yes,,,,,2013,1,14,,,,,,,,,
1077,78969,Yes,Yes,,,,,2013,1,16,,,,,,,,,
1078,78979,Yes,Yes,,,,,2013,1,18,,,,,,,,,
1079,78988,Yes,Yes,,,,,2012,1,16,,,,,,,,,
1080,78995,Yes,No,,,,,2013,1,17,,,,,,,,,
1081,79023,Yes,Yes,,,,,2013,1,20,,,,,,,,,
1082,79025,Yes,No,,,,,2012,12,28,,,,,,,,,
1083,79033,Yes,Yes,,,,,2013,1,17,,,,,,,,,
1084,79035,Yes,Yes,,,,,2013,1,21,,,,,,,,,
1085,79042,Yes,Yes,,,,,2013,1,22,,,,,,,,,
1086,79044,Yes,No,,,,,2012,1,16,,,,,,,,,
1087,79049,Yes,Yes,,,,,2013,2,,,,,,,,,,
1088,79075,Yes,Yes,,,,,2013,2,,,,,,,,,,
1089,79086,Yes,Yes,,,,,2013,1,22,,,,,,,,,
1090,79090,Yes,Yes,,,,,2013,1,19,,,,,,,,,
1091,79094,Yes,No,,,,,2013,1,22,,,,,,,,,
1092,79095,Yes,Yes,,,,,2013,1,22,,,,,,,,,
1093,79103,Yes,No,,,,,2013,1,31,,,,,,,,,
1094,79106,Yes,No,,,,,2013,2,1,,,,,,,,,
1095,79129,Yes,Yes,,,,,2013,1,24,,,,,,,,,
1096,79134,Yes,Yes,,,,,2013,1,30,,,,,,,,,
1097,79136,Yes,Yes,,,,,2013,1,30,,,,,,,,,
1098,79142,Yes,Yes,,,,,2013,1,31,,,,,,,,,
1099,79144,Yes,Yes,,,,,2013,1,,,,,,,,,,
1100,79155,Yes,Yes,,,,,2013,1,17,,,,,,,,,
1101,79157,Yes,Yes,,,,,,,,,,,,,,,,
1102,79162,Yes,No,,,,,2013,2,7,,,,,,,,,
1103,79174,No,Yes,,,,,2013,2,5,,,,,,,,,
1104,79180,Yes,Yes,,,,,2013,1,31,,,,,,,,,
1105,79182,Yes,No,,,,,2013,1,24,,,,,,,,,
1106,79185,Yes,Yes,,,,,2013,1,31,,,,,,,,,
1107,79187,Yes,Yes,,,,,2012,2,5,,,,,,,,,
1108,79189,Yes,Yes,,,,,2013,1,28,,,,,,,,,
1109,79197,Yes,Yes,,,,,2013,1,24,,,,,,,,,
1110,79199,Yes,No,,,,,2013,1,24,,,,,,,,,
1111,79213,Yes,Yes,,,,,2013,2,4,,,,,,,,,
1112,79214,Yes,Yes,,,,,2013,1,30,,,,,,,,,
1113,79219,Yes,Yes,,,,,2013,2,7,,,,,,,,,
1114,79223,Yes,Yes,,,,,2013,2,7,,,,,,,,,
1115,79225,Yes,Yes,,,,,2013,2,6,,,,,,,,,
1116,79227,Yes,No,,,,,2012,11,30,,,,,,,,,
1117,79232,Yes,Yes,,,,,2013,1,31,,,,,,,,,
1118,79234,Yes,Yes,,,,,2013,2,9,,,,,,,,,
1119,79238,Yes,No,06/03/2013,,,,2013,2,6,,,,,,,,,
1120,79241,Yes,Yes,,,,,2013,2,8,,,,,,,,,
1121,79244,Yes,Yes,,,,,2013,2,8,,,,,,,,,
1122,79248,Yes,No,,,,,2013,2,12,,,,,,,,,
1123,79266,Yes,No,,,,,2013,2,12,,,,,,,,,
1124,79272,Yes,Yes,,,,,2013,2,10,,,,,,,,,
1125,79277,Yes,Yes,,,,,2013,2,12,,,,,,,,,
1126,79286,Yes,No,,,,,2013,2,13,,,,,,,,,
1127,79287,Yes,Yes,,,,,2013,2,7,,,,,,,,,
1128,79292,Yes,No,,,,,2013,2,18,,,,,,,,,
1129,79320,Yes,Yes,,,,,2013,2,18,,,,,,,,,
1130,79322,Yes,Yes,,,,,2013,2,14,,,,,,,,,
1131,79334,Yes,Yes,,,,,2013,2,15,,,,,,,,,
1132,79336,Yes,Yes,,,,,2013,2,17,,,,,,,,,
1133,79341,Yes,No,,,,,2013,2,15,,,,,,,,,
1134,79346,Yes,Yes,,,,,2013,2,15,,,,,,,,,
1135,79352,Yes,Yes,,,,,2013,2,3,,,,,,,,,
1136,79357,Yes,Yes,,,,,2013,2,8,,,,,,,,,
1137,79359,Yes,Yes,,,,,2013,,,,,,,,,,,
1138,79364,Yes,Yes,,,,,2013,2,22,,,,,,,,,
1139,79365,Yes,Yes,,,,,2013,2,21,,,,,,,,,
1140,79367,Yes,Yes,,,,,2013,2,20,,,,,,,,,
1141,79397,Yes,Yes,,,,,2013,2,18,,,,,,,,,
1142,79401,Yes,Yes,,,,,2013,3,,,,,,,,,,
1143,79409,Yes,Yes,,,,,2013,2,25,,,,,,,,,
1144,79410,Yes,Yes,,,,,2013,2,23,,,,,,,,,
1145,79413,Yes,Yes,,,,,2012,10,,,,,,,,,,
1146,79415,Yes,Yes,,,,,2013,2,15,,,,,,,,,
1147,79421,Yes,Yes,,,,,2013,3,,,,,,,,,,
1148,79431,Yes,Yes,,,,,2013,2,25,,,,,,,,,
1149,79437,Yes,Yes,,,,,2013,2,24,,,,,,,,,
1150,79444,Yes,Yes,,,,,2013,2,25,,,,,,,,,
1151,79449,Yes,Yes,,,,,2013,2,18,,,,,,,,,
1152,79450,Yes,Yes,,,,,2013,3,,,,,,,,,,
1153,79471,Yes,Yes,,,,,2013,2,27,,,,,,,,,
1154,79473,Yes,No,,,,,2013,2,22,,,,,,,,,
1155,79477,Yes,Yes,,,,,2013,2,18,,,,,,,,,
1156,79482,Yes,Yes,,,,,2013,2,13,,,,,,,,,
1157,79496,Yes,Yes,,,,,2013,2,27,,,,,,,,,
1158,79497,Yes,Yes,,,,,2013,2,28,,,,,,,,,
1159,79500,Yes,Yes,,,,,2013,3,2,,,,,,,,,
1160,79506,Yes,Yes,,,,,2013,2,28,,,,,,,,,
1161,79523,Yes,No,,,,,2013,2,17,,,,,,,,,
1162,79538,Yes,Yes,,,,,2013,3,6,,,,,,,,,
1163,79540,Yes,No,,,,,2013,2,20,,,,,,,,,
1164,79550,Yes,Yes,,,,,2013,2,21,,,,,,,,,
1165,79555,Yes,Yes,,,,,2013,2,28,,,,,,,,,
1166,79560,Yes,Yes,,,,,2013,3,7,,,,,,,,,
1167,79567,Yes,No,,,,,2013,3,7,,,,,,,,,
1168,79577,Yes,Yes,,,,,2013,3,7,,,,,,,,,
1169,79581,Yes,Yes,,,,,2013,3,8,,,,,,,,,
1170,79588,Yes,Yes,,,,,2013,3,2,,,,,,,,,
1171,79593,No,No,,,Local Attractions near the Grand Del Mar,Attractions recommended by the Grand Del Mar,,,,,,,,,,,The art galleries listed on the La Jolla website were not added.,
1172,79601,Yes,Yes,,,,,,,,,,,,,,,,
1173,79606,Yes,No,,,,,2013,3,,,,,,,,,,
1174,79642,Yes,Yes,,,,,2013,3,,,,,,,,,,
1175,79649,Yes,Yes,,,,,2013,3,1,,,,,,,,,
1176,79650,Yes,No,,,,,2013,3,,,,,,,,,,
1177,79653,Yes,Yes,,,,,2013,3,7,,,,,,,,,
1178,79655,Yes,Yes,,,,,2013,3,5,,,,,,,,,
1179,79657,Yes,Yes,,,,,2013,3,14,,,,,,,,,
1180,79659,Yes,Yes,,,,,2013,3,16,,,,,,,,,
1181,79671,Yes,Yes,,,,,2013,3,14,,,,,,,,,
1182,79673,Yes,No,,,,,2013,3,,,,,,,,,,
1183,79675,Yes,Yes,,,,,2013,3,17,,,,,,,,,
1184,79677,Yes,Yes,,,,,2013,3,6,,,,,,,,,
1185,79685,Yes,No,,,,,2013,3,13,,,,,,,,,
1186,79689,Yes,Yes,,,,,2013,3,,,,,,,,,,
1187,79698,Yes,Yes,,,,,2013,,,,,,,,,,,
1188,79776,Yes,Yes,,,,,2013,4,4,,,,,,,,,
1189,79809,Yes,Yes,,,,,2013,4,,,,,,,,,,
1190,79821,Yes,No,,,,,2013,5,,,,,,,,,,
1191,79824,Yes,No,,,,,2013,4,2,,,,,,,,,
1192,79830,Yes,Yes,,,,,2013,4,2,,,,,,,,,
1193,79834,Yes,Yes,,,,,2013,4,7,,,,,,,,,
1194,79837,Yes,Yes,,,,,2013,4,5,,,,,,,,,
1195,79838,Yes,Yes,,,,,2013,4,8,,,,,,,,,
1196,79840,Yes,Yes,,,,,2013,4,9,,,,,,,,,
1197,79847,Yes,Yes,,,,,2013,4,6,,,,,,,,,
1198,79849,Yes,Yes,,,,,2013,4,12,,,,,,,,,
1199,79850,Yes,Yes,,,,,2013,4,11,,,,,,,,,
1200,79851,Yes,Yes,,,,,2013,4,11,,,,,,,,,
1201,79852,Yes,Yes,,,,,2013,4,5,,,,,,,,,
1202,79853,Yes,No,,,,,2013,4,1,,,,,,,,,
1203,79865,Yes,Yes,,,,,2013,4,4,,,,,,,,,
1204,79873,Yes,No,10/01/2013,,,,2013,4,11,,,,,,,,,
1205,79880,Yes,Yes,,,,,2013,3,8,,,,,,,,,
1206,79881,Yes,Yes,,,,,2013,3,1,,,,,,,,,
1207,79882,Yes,Yes,,,Major League Baseball (MLB) - American League Teams,The team stadiums of the American League,2013,,,,,,,,,,,
1208,79882,Yes,Yes,,,Major League Baseball (MLB) - National League Teams,The team stadiums of the National League,,,,,,,,,,,,
1209,79884,Yes,Yes,,,,,2013,3,18,,,,,,,,,
1210,79887,Yes,Yes,,,,,2013,3,18,,,,,,,,,
1211,79889,Yes,Yes,,,,,2013,3,16,,,,,,,,,
1212,79898,Yes,Yes,,,,,2013,3,19,,,,,,,,,
1213,79910,Yes,Yes,,,,,2013,4,,,,,,,,,,
1214,79935,Yes,No,,,,,2013,3,,,,,,,,,,
1216,79939,Yes,Yes,,,,,2013,4,7,,,,,,,,,
1219,79944,Yes,Yes,,,,,2013,4,12,,,,,,,,,
1220,79946,Yes,Yes,,,,,2013,4,15,,,,,,,,,
1221,79948,Yes,Yes,,,,,2013,4,12,,,,,,,,,
1222,79955,Yes,Yes,,,,,2013,4,12,,,,,,,,,
1223,79962,Yes,Yes,,,,,2013,4,18,,,,,,,,,
1224,79963,Yes,Yes,,,,,2013,5,,,,,,,,,,
1225,79967,Yes,Yes,,,,,2013,4,16,,,,,,,,,
1226,79973,Yes,Yes,,,,,2013,4,19,,,,,,,,,
1227,79981,Yes,Yes,,,,,2013,4,,,,,,,,,,
1228,80002,Yes,Yes,,,,,2013,4,14,,,,,,,,,
1229,80009,Yes,Yes,,,,,2013,,,,,,,,,,,
1230,80026,Yes,Yes,,,,,2013,4,13,,,,,,,,,
1231,80037,Yes,Yes,,,,,2013,4,28,,,,,,,,,
1232,80038,Yes,Yes,,,,,2013,4,25,,,,,,,,,
1233,80040,Yes,Yes,,,,,2013,4,24,,,,,,,,,
1234,80041,Yes,Yes,,,,,2013,4,25,,,,,,,,,
1235,80043,Yes,Yes,,,,,2013,4,27,,,,,,,,,
1236,80044,Yes,Yes,,,,,2013,4,,,,,,,,,,
1237,80045,Yes,Yes,,,,,2013,4,11,,,,,,,,,
1238,80050,Yes,Yes,,,,,2013,4,16,,,,,,,,,
1239,80054,Yes,No,,,,,2013,4,16,,,,,,,,,
1240,80055,Yes,No,,,,,2013,4,16,,,,,,,,,
1241,80059,Yes,Yes,,,,,2013,4,21,,,,,,,,,
1242,80070,Yes,Yes,,,,,2013,4,22,,,,,,,,,
1243,80082,Yes,No,,,,,2013,4,18,,,,,,,,,
1244,80084,Yes,Yes,,,,,2013,4,16,,,,,,,,,
1245,80086,Yes,No,,,,,2013,4,22,,,,,,,,,
1246,80088,Yes,Yes,,,,,2013,4,23,,,,,,,,,
1247,80090,Yes,Yes,,,,,2013,4,23,,,,,,,,,
1248,80103,Yes,Yes,,,,,2013,4,23,,,,,,,,,
1249,80108,Yes,Yes,,,,,2013,4,24,,,,,,,,,
1250,80118,Yes,Yes,,,,,2013,4,24,,,,,,,,,
1251,80122,Yes,Yes,,,,,2013,4,16,,,,,,,,,
1252,80156,Yes,Yes,,,,,2013,4,25,,,,,,,,,
1253,80158,Yes,Yes,,,,,2013,4,25,,,,,,,,,
1254,80164,Yes,Yes,,,,,2013,4,25,,,,,,,,,
1255,80165,Yes,Yes,,,,,2013,4,27,,,,,,,,,
1256,80169,Yes,Yes,,,,,2013,4,26,,,,,,,,,
1257,80177,Yes,Yes,,,,,2013,4,28,,,,,,,,,
1258,80180,Yes,Yes,,,,,2013,4,30,,,,,,,,,
1259,80184,Yes,Yes,,,,,2013,5,3,,,,,,,,,
1260,80193,Yes,Yes,,,,,2013,5,3,,,,,,,,,
1261,80204,Yes,No,,,,,2013,4,30,,,,,,,,,
1262,80208,Yes,Yes,,,,,2013,5,,,,,,,,,,
1263,80211,Yes,Yes,,,,,2013,5,1,,,,,,,,,
1264,80221,Yes,No,,,,,2013,5,,,,,,,,,,
1265,80234,Yes,Yes,,,,,2013,4,28,,,,,,,,,
1266,80237,Yes,Yes,,,,,2013,4,30,,,,,,,,,
1267,80243,Yes,No,,,,,2013,5,1,,,,,,,,,
1268,80258,Yes,Yes,,,,,2013,4,30,,,,,,,,,
1269,80263,Yes,Yes,,,,,2013,4,30,,,,,,,,,
1270,80272,Yes,Yes,,,,,2013,5,2,,,,,,,,,
1271,80273,Yes,Yes,,,,,2013,5,1,,,,,,,,,
1272,80278,Yes,No,,,,,2013,5,2,,,,,,,,,
1273,80284,Yes,Yes,,,,,2013,5,2,,,,,,,,,
1274,80285,Yes,Yes,,,,,2013,5,2,,,,,,,,,
1275,80288,Yes,Yes,,,,,2013,5,4,,,,,,,,,
1276,80299,Yes,No,,,,,2013,4,18,,,,,,,,,
1277,80301,Yes,No,,,,,2013,4,20,,,,,,,,,
1278,80312,Yes,No,,,,,2013,4,30,,,,,,,,,
1279,80317,Yes,Yes,,,,,,,,13,7,1307,Global Traditions,2012,1,23,,
1280,80319,Yes,Yes,,,,,,,,13,8,1308,Multitaskers,2012,1,30,,
1281,80322,Yes,Yes,,,,,,,,13,9,1309,Family Matters,2012,2,6,,
1282,80325,Yes,Yes,,,,,,,,13,10,1310,"Old Faves, New Craves",2012,2,13,,
1283,80331,Yes,Yes,,,,,,,,13,11,1311,Long Standing Legacies,2012,2,20,,
1284,80334,Yes,Yes,,,,,,,,13,12,1312,Time Tested Treasures,2012,2,27,,
1285,80337,Yes,Yes,,,,,,,,13,13,1313,Outside the Box,2012,3,5,,
1286,80340,Yes,No,,,,,2013,5,8,,,,,,,,,
1287,80347,Yes,No,,,,,2013,5,12,,,,,,,,,
1288,80350,Yes,Yes,,,,,2013,4,23,,,,,,,,,
1289,80351,Yes,Yes,,,,,2013,4,23,,,,,,,,,
1290,80353,Yes,Yes,,,,,2013,4,24,,,,,,,,,
1291,80356,Yes,Yes,,,,,2013,5,1,,,,,,,,,
1292,80358,Yes,Yes,,,,,2013,5,8,,,,,,,,,
1293,80371,Yes,No,,,,,2013,5,5,,,,,,,,,
1294,80382,Yes,Yes,,,,,2013,5,,,,,,,,,,
1295,80395,Yes,No,,,,,2013,5,,,,,,,,,,
1296,80402,Yes,Yes,,,,,2013,4,30,,,,,,,,,
1297,80403,Yes,Yes,,,,,2013,5,2,,,,,,,,,
1298,80406,Yes,Yes,,,,,2013,5,3,,,,,,,,,
1299,80411,Yes,Yes,,,,,2013,5,4,,,,,,,,,
1300,80458,Yes,Yes,,,,,2013,4,29,,,,,,,,,
1301,80459,Yes,Yes,,,,,2013,5,15,,,,,,,,,
1302,80460,Yes,Yes,,,,,2013,5,5,,,,,,,,,
1303,80463,Yes,Yes,,,,,2013,5,6,,,,,,,,,
1304,80468,Yes,Yes,,,,,2013,5,6,,,,,,,,,
1305,80477,Yes,Yes,,,,,2013,5,9,,,,,,,,,
1306,80481,Yes,No,06/15/2013,,,,2013,5,7,,,,,,,,,
1307,80490,Yes,Yes,,,,,2013,5,8,,,,,,,,,
1308,80491,Yes,Yes,,,,,2013,5,9,,,,,,,,,
1309,80492,Yes,Yes,,,,,2013,5,,,,,,,,,,
1310,80528,Yes,Yes,,,,,2013,5,9,,,,,,,,,
1311,80531,Yes,Yes,,,,,2013,5,9,,,,,,,,,
1312,80532,Yes,Yes,,,,,2013,5,10,,,,,,,,,
1313,80537,Yes,Yes,,,,,2013,5,11,,,,,,,,,
1314,80539,Yes,Yes,,,,,2013,5,7,,,,,,,,,
1315,70511,Yes,No,,,Blue Star Museums Initiative - 2013,"Blue Star Museums is a collaboration among the National Endowment for the Arts, Blue Star Families, the Department of Defense, and more than 2,000 museums across America.",,,,,,,,,,,This Feature lists the museums that participated during the summer of 2013,
1316,81531,Yes,No,,,,,2013,5,14,,,,,,,,,
1317,81534,Yes,No,,,,,2013,5,15,,,,,,,,,
1318,81537,Yes,Yes,,,,,2013,5,20,,,,,,,,,
1319,81541,Yes,Yes,,,,,2013,5,16,,,,,,,,,
1320,81550,Yes,No,,,,,2013,5,22,,,,,,,,,
1321,81552,Yes,No,,,,,2013,5,23,,,,,,,,,
1322,81565,Yes,Yes,,,,,2013,5,25,,,,,,,,,
1323,81566,Yes,Yes,,,,,2013,5,8,,,,,,,,,
1324,81589,Yes,Yes,,,,,2013,5,11,,,,,,,,,
1325,81591,Yes,Yes,,,,,2013,5,20,,,,,,,,,
1326,81593,Yes,Yes,,,,,2013,5,21,,,,,,,,,
1327,81595,Yes,No,,,,,2013,5,22,,,,,,,,,
1328,81617,Yes,No,,,,,2013,5,24,,,,,,,,,
1329,81640,Yes,Yes,,,,,2013,5,24,,,,,,,,,
1330,81649,Yes,Yes,,,,,2013,5,27,,,,,,,,,
1331,81665,Yes,No,,,,,2013,6,,,,,,,,,,
1332,81687,Yes,Yes,,,,,2013,6,,,,,,,,,,
1333,81689,Yes,Yes,,,,,2013,6,3,,,,,,,,,
1334,81691,Yes,No,,,,,2013,6,2,,,,,,,,,
1335,81698,Yes,No,,,,,2013,6,7,,,,,,,,,
1336,81705,Yes,Yes,,,,,2013,6,6,,,,,,,,,
1337,81706,Yes,No,,,,,2013,6,6,,,,,,,,,
1338,81709,Yes,Yes,,,,,2013,6,5,,,,,,,,,
